GROUP_SET,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED,team,team_id,players_list,PLAYERS_EXTRACTED,LINEUP_SCORING_TALENT,LINEUP_PLAYMAKING_TALENT,LINEUP_REBOUNDING_TALENT,LINEUP_DEFENSIVE_TALENT,LINEUP_NET_RATING_TALENT
Lineups,-204456-1626167-1629670-1630167-1631097-,T. McConnell - M. Turner - J. Nwora - O. Toppin - B. Mathurin,2,0,2,0.0,3.766667,2,6,0.333,1,3,0.333,1,2,0.5,2,5,7,2,2.0,0,1,1,1,3,6,-2.0,187,520,612,520,218,296,240,374,163,187,206,205,149,218,91,107,109,217,602,243,77,589,390,106,294,577,11300,Indiana Pacers,1610612754,"['T. McConnell', 'M. Turner', 'J. Nwora', 'O. Toppin', 'B. Mathurin']","['t. mcconnell', 'm. turner', 'j. nwora', 'o. toppin', 'b. mathurin']",0.079664,2.9666666666666663,4.7,1.2666666666666666,2.099999999999999
Lineups,-1628971-1629614-1630174-1630543-1631097-,B. Brown - A. Nembhard - A. Nesmith - I. Jackson - B. Mathurin,4,3,1,0.75,3.755,3,8,0.375,2,4,0.5,0,0,0.0,2,3,5,3,2.0,1,1,1,2,2,8,-3.0,95,64,269,282,219,237,203,360,98,150,77,274,294,274,91,166,142,160,602,130,77,589,528,159,242,630,11265,Indiana Pacers,1610612754,"['B. Brown', 'A. Nembhard', 'A. Nesmith', 'I. Jackson', 'B. Mathurin']","['b. brown', 'a. nembhard', 'a. nesmith', 'i. jackson', 'b. mathurin']",0.08269825,2.85,4.375,1.175,10.6
Lineups,-201949-204456-1627741-1629670-1631097-,J. Johnson - T. McConnell - B. Hield - J. Nwora - B. Mathurin,1,0,1,0.0,3.75,5,7,0.714,2,4,0.5,2,2,1.0,0,3,3,5,1.0,1,0,0,1,2,14,8.0,332,520,269,520,220,162,216,64,98,150,77,130,149,1,258,166,202,108,472,130,191,1,390,159,164,34,11250,Indiana Pacers,1610612754,"['J. Johnson', 'T. McConnell', 'B. Hield', 'J. Nwora', 'B. Mathurin']","['j. johnson', 't. mcconnell', 'b. hield', 'j. nwora', 'b. mathurin']",0.0337003333333333,1.8666666666666665,1.4666666666666668,0.4333333333333333,0.6999999999999981
Lineups,-204456-1626167-1627741-1628971-1630174-,T. McConnell - M. Turner - B. Hield - B. Brown - A. Nesmith,2,1,1,0.5,3.733333,4,7,0.571,1,1,1.0,0,0,0.0,0,3,3,4,0.0,0,1,1,1,1,9,-1.0,187,183,269,362,221,198,216,160,163,314,1,274,294,274,258,166,202,123,1,243,77,589,390,221,229,533,11200,Indiana Pacers,1610612754,"['T. McConnell', 'M. Turner', 'B. Hield', 'B. Brown', 'A. Nesmith']","['t. mcconnell', 'm. turner', 'b. hield', 'b. brown', 'a. nesmith']",0.0831556,2.62,4.4,1.2599999999999998,2.2
Lineups,-204456-1626167-1627783-1630174-1641716-,T. McConnell - M. Turner - P. Siakam - A. Nesmith - J. Walker,1,0,1,0.0,3.733333,3,6,0.5,1,2,0.5,2,2,1.0,1,1,2,3,1.0,0,0,1,2,2,9,-2.0,332,520,269,520,221,237,240,209,163,229,77,130,149,1,155,293,251,160,472,243,191,589,528,159,229,577,11200,Indiana Pacers,1610612754,"['T. McConnell', 'M. Turner', 'P. Siakam', 'A. Nesmith', 'J. Walker']","['t. mcconnell', 'm. turner', 'p. siakam', 'a. nesmith', 'j. walker']",0.0781036,3.1,4.78,1.2600000000000002,0.1800000000000011
Lineups,-1626167-1627741-1629614-1631097-1641716-,M. Turner - B. Hield - A. Nembhard - B. Mathurin - J. Walker,1,0,1,0.0,3.716667,2,4,0.5,0,0,0.0,3,4,0.75,0,0,0,2,2.0,2,0,0,3,2,7,-1.0,332,520,269,520,223,296,308,209,295,431,295,99,95,162,258,404,430,217,602,72,191,1,604,159,269,533,11150,Indiana Pacers,1610612754,"['M. Turner', 'B. Hield', 'A. Nembhard', 'B. Mathurin', 'J. Walker']","['m. turner', 'b. hield', 'a. nembhard', 'b. mathurin', 'j. walker']",0.06897875,2.6,3.25,0.975,4.025000000000002
Lineups,-1629614-1629670-1631112-1631131-1641767-,A. Nembhard - J. Nwora - K. Brown - O. Tshiebwe - B. Sheppard,1,1,0,1.0,3.7,2,3,0.667,0,0,0.0,0,0,0.0,0,3,3,2,4.0,0,0,1,1,0,4,-2.0,332,183,1,1,224,296,349,79,295,431,295,274,294,274,258,166,202,217,708,243,191,589,390,365,348,577,11100,Indiana Pacers,1610612754,"['A. Nembhard', 'J. Nwora', 'K. Brown', 'O. Tshiebwe', 'B. Sheppard']","['a. nembhard', 'j. nwora', 'k. brown', 'o. tshiebwe', 'b. sheppard']",0.0935356666666666,3.233333333333333,4.133333333333333,1.0333333333333334,7.133333333333336
Lineups,-1626167-1627741-1628971-1630174-1641716-,M. Turner - B. Hield - B. Brown - A. Nesmith - J. Walker,1,0,1,0.0,3.7,2,2,1.0,1,1,1.0,3,4,0.75,0,2,2,2,3.0,0,0,0,1,3,8,-5.0,332,520,269,520,224,296,393,1,163,314,1,99,95,162,258,208,251,217,674,243,191,1,390,106,242,701,11100,Indiana Pacers,1610612754,"['M. Turner', 'B. Hield', 'B. Brown', 'A. Nesmith', 'J. Walker']","['m. turner', 'b. hield', 'b. brown', 'a. nesmith', 'j. walker']",0.0781072,2.06,4.14,1.2599999999999998,1.3800000000000012
Lineups,-204456-1627783-1630167-1630543-1641767-,T. McConnell - P. Siakam - O. Toppin - I. Jackson - B. Sheppard,3,3,0,1.0,3.7,2,6,0.333,0,1,0.0,4,4,1.0,0,1,1,0,0.0,0,0,0,2,4,8,-1.0,137,64,1,1,224,296,240,374,295,314,295,69,95,1,258,293,339,398,1,243,191,1,528,79,242,533,11100,Indiana Pacers,1610612754,"['T. McConnell', 'P. Siakam', 'O. Toppin', 'I. Jackson', 'B. Sheppard']","['t. mcconnell', 'p. siakam', 'o. toppin', 'i. jackson', 'b. sheppard']",0.0614708,2.4199999999999995,4.24,0.9399999999999998,5.74
Lineups,-1626167-1630167-1630169-1631097-1641767-,M. Turner - O. Toppin - T. Haliburton - B. Mathurin - B. Sheppard,1,0,1,0.0,3.696667,2,7,0.286,1,6,0.167,1,1,1.0,1,0,1,2,2.0,0,0,1,1,3,6,-4.0,332,520,269,520,227,296,216,407,163,91,285,205,252,1,155,404,339,217,602,243,191,589,390,106,294,670,11090,Indiana Pacers,1610612754,"['M. Turner', 'O. Toppin', 'T. Haliburton', 'B. Mathurin', 'B. Sheppard']","['m. turner', 'o. toppin', 't. haliburton', 'b. mathurin', 'b. sheppard']",0.0812455,3.25,4.7,1.35,3.375
Lineups,-1626167-1630167-1630169-1630174-1641716-,M. Turner - O. Toppin - T. Haliburton - A. Nesmith - J. Walker,2,1,1,0.5,3.683333,5,9,0.556,0,3,0.0,0,0,0.0,1,4,5,3,1.0,1,1,0,1,0,10,3.0,187,183,269,362,228,162,187,174,295,187,295,274,294,274,155,128,142,160,472,130,77,1,390,365,215,114,11050,Indiana Pacers,1610612754,"['M. Turner', 'O. Toppin', 'T. Haliburton', 'A. Nesmith', 'J. Walker']","['m. turner', 'o. toppin', 't. haliburton', 'a. nesmith', 'j. walker']",0.0780483999999999,3.3,4.500000000000001,1.38,1.819999999999999
Lineups,-204456-1626167-1630174-1630543-1631097-,T. McConnell - M. Turner - A. Nesmith - I. Jackson - B. Mathurin,1,0,1,0.0,3.65,5,7,0.714,1,2,0.5,3,4,0.75,1,4,5,3,3.0,2,0,0,1,2,14,9.0,332,520,269,520,229,162,216,64,163,229,77,99,95,162,155,128,142,160,674,72,191,1,390,159,164,28,10950,Indiana Pacers,1610612754,"['T. McConnell', 'M. Turner', 'A. Nesmith', 'I. Jackson', 'B. Mathurin']","['t. mcconnell', 'm. turner', 'a. nesmith', 'i. jackson', 'b. mathurin']",0.062649,2.475,4.45,1.2999999999999998,5.175000000000001
Lineups,-204456-1627783-1630167-1630543-1631097-,T. McConnell - P. Siakam - O. Toppin - I. Jackson - B. Mathurin,2,0,2,0.0,3.65,3,6,0.5,0,1,0.0,0,0,0.0,0,3,3,2,1.0,0,0,0,0,2,6,-4.0,187,520,612,520,229,237,240,209,295,314,295,274,294,274,258,166,202,217,472,243,191,1,1,159,294,670,10950,Indiana Pacers,1610612754,"['T. McConnell', 'P. Siakam', 'O. Toppin', 'I. Jackson', 'B. Mathurin']","['t. mcconnell', 'p. siakam', 'o. toppin', 'i. jackson', 'b. mathurin']",0.0692075,2.7749999999999995,4.55,1.025,7.350000000000001
Lineups,-204456-1626167-1627783-1630169-1641767-,T. McConnell - M. Turner - P. Siakam - T. Haliburton - B. Sheppard,7,5,2,0.714,3.645,6,8,0.75,2,2,1.0,1,1,1.0,1,1,2,5,1.0,0,0,0,1,1,15,7.0,37,31,612,298,231,138,203,47,98,229,1,205,252,1,155,293,251,108,472,243,191,1,390,221,151,44,10935,Indiana Pacers,1610612754,"['T. McConnell', 'M. Turner', 'P. Siakam', 'T. Haliburton', 'B. Sheppard']","['t. mcconnell', 'm. turner', 'p. siakam', 't. haliburton', 'b. sheppard']",0.088464,4.04,5.0,1.36,2.300000000000003
Lineups,-1626167-1629614-1630167-1630169-1641767-,M. Turner - A. Nembhard - O. Toppin - T. Haliburton - B. Sheppard,1,0,1,0.0,3.583333,3,7,0.429,2,3,0.667,0,0,0.0,2,1,3,3,0.0,0,2,0,2,3,8,1.0,332,520,269,520,232,237,216,321,98,187,50,274,294,274,91,293,202,160,1,243,43,1,528,106,242,181,10750,Indiana Pacers,1610612754,"['M. Turner', 'A. Nembhard', 'O. Toppin', 'T. Haliburton', 'B. Sheppard']","['m. turner', 'a. nembhard', 'o. toppin', 't. haliburton', 'b. sheppard']",0.0844856,3.7,4.42,1.2,5.9
Lineups,-204456-1626167-1627741-1628971-1631097-,T. McConnell - M. Turner - B. Hield - B. Brown - B. Mathurin,3,2,1,0.667,3.566667,3,6,0.5,1,1,1.0,0,0,0.0,0,3,3,2,2.0,1,0,0,1,1,7,2.0,137,105,269,306,233,237,240,209,163,314,1,274,294,274,258,166,202,217,602,130,191,1,390,221,269,139,10700,Indiana Pacers,1610612754,"['T. McConnell', 'M. Turner', 'B. Hield', 'B. Brown', 'B. Mathurin']","['t. mcconnell', 'm. turner', 'b. hield', 'b. brown', 'b. mathurin']",0.089087,2.725,4.275,1.2999999999999998,2.575000000000003
Lineups,-204456-1627783-1629614-1630167-1641767-,T. McConnell - P. Siakam - A. Nembhard - O. Toppin - B. Sheppard,1,1,0,1.0,3.566667,3,6,0.5,1,2,0.5,0,0,0.0,0,2,2,1,1.0,0,1,1,0,1,7,-5.0,332,183,1,1,233,237,240,209,163,229,77,274,294,274,258,208,251,302,472,243,77,589,1,221,269,701,10700,Indiana Pacers,1610612754,"['T. McConnell', 'P. Siakam', 'A. Nembhard', 'O. Toppin', 'B. Sheppard']","['t. mcconnell', 'p. siakam', 'a. nembhard', 'o. toppin', 'b. sheppard']",0.076704,3.4199999999999995,4.26,0.8400000000000001,5.019999999999999
Lineups,-1628971-1629614-1630167-1630169-1631097-,B. Brown - A. Nembhard - O. Toppin - T. Haliburton - B. Mathurin,2,1,1,0.5,3.55,2,6,0.333,2,4,0.5,1,2,0.5,0,2,2,1,0.0,1,0,1,3,1,7,-3.0,187,183,269,362,235,296,240,374,98,150,77,205,149,218,258,208,251,302,1,130,191,589,604,221,269,630,10650,Indiana Pacers,1610612754,"['B. Brown', 'A. Nembhard', 'O. Toppin', 'T. Haliburton', 'B. Mathurin']","['b. brown', 'a. nembhard', 'o. toppin', 't. haliburton', 'b. mathurin']",0.10906275,4.65,4.65,1.325,8.55
Lineups,-204456-1628971-1630174-1630188-1631097-,T. McConnell - B. Brown - A. Nesmith - J. Smith - B. Mathurin,2,1,1,0.5,3.55,2,6,0.333,0,0,0.0,2,2,1.0,1,2,3,1,2.0,0,0,0,4,1,6,-3.0,187,183,269,362,235,296,240,374,295,431,295,130,149,1,155,208,202,302,602,243,191,1,659,221,294,630,10650,Indiana Pacers,1610612754,"['T. McConnell', 'B. Brown', 'A. Nesmith', 'J. Smith', 'B. Mathurin']","['t. mcconnell', 'b. brown', 'a. nesmith', 'j. smith', 'b. mathurin']",0.08327325,3.175,4.75,1.275,1.4499999999999955
Lineups,-1626167-1627741-1631097-1641716-1641767-,M. Turner - B. Hield - B. Mathurin - J. Walker - B. Sheppard,1,1,0,1.0,3.516667,3,5,0.6,0,1,0.0,2,4,0.5,0,3,3,2,0.0,1,0,0,1,4,8,4.0,332,183,1,1,237,237,270,127,295,314,295,130,95,218,258,166,202,217,1,130,191,1,390,79,242,94,10550,Indiana Pacers,1610612754,"['M. Turner', 'B. Hield', 'B. Mathurin', 'J. Walker', 'B. Sheppard']","['m. turner', 'b. hield', 'b. mathurin', 'j. walker', 'b. sheppard']",0.05224825,1.475,3.175,0.975,-0.1499999999999985
Lineups,-1627741-1629670-1630169-1630188-1631097-,B. Hield - J. Nwora - T. Haliburton - J. Smith - B. Mathurin,2,0,2,0.0,3.5,2,5,0.4,1,2,0.5,2,2,1.0,0,1,1,2,3.0,0,0,1,3,1,7,-4.0,187,520,612,520,238,296,270,342,163,229,77,130,149,1,258,293,339,217,674,243,191,589,604,221,269,670,10500,Indiana Pacers,1610612754,"['B. Hield', 'J. Nwora', 'T. Haliburton', 'J. Smith', 'B. Mathurin']","['b. hield', 'j. nwora', 't. haliburton', 'j. smith', 'b. mathurin']",0.0701056666666666,3.633333333333333,3.6666666666666665,1.1333333333333333,3.566666666666663
Lineups,-204456-1628971-1630188-1630543-1631097-,T. McConnell - B. Brown - J. Smith - I. Jackson - B. Mathurin,1,0,1,0.0,3.5,3,7,0.429,0,2,0.0,0,0,0.0,0,1,1,3,0.0,1,0,0,0,0,6,-3.0,332,520,269,520,238,237,216,321,295,229,295,274,294,274,258,293,339,160,1,130,191,1,1,365,294,630,10500,Indiana Pacers,1610612754,"['T. McConnell', 'B. Brown', 'J. Smith', 'I. Jackson', 'B. Mathurin']","['t. mcconnell', 'b. brown', 'j. smith', 'i. jackson', 'b. mathurin']",0.07373575,2.75,4.325,1.275,6.175000000000001
Lineups,-203926-204456-1630167-1630174-1630188-,D. McDermott - T. McConnell - O. Toppin - A. Nesmith - J. Smith,2,1,1,0.5,3.466667,4,5,0.8,1,2,0.5,2,2,1.0,0,1,1,2,2.0,0,0,0,0,1,11,-3.0,187,183,269,362,240,198,270,40,163,229,77,130,149,1,258,293,339,217,602,243,191,1,1,221,202,630,10400,Indiana Pacers,1610612754,"['D. McDermott', 'T. McConnell', 'O. Toppin', 'A. Nesmith', 'J. Smith']","['d. mcdermott', 't. mcconnell', 'o. toppin', 'a. nesmith', 'j. smith']",0.051449,2.38,3.5200000000000005,0.8400000000000001,3.639999999999992
Lineups,-204456-1627741-1630169-1630174-1630543-,T. McConnell - B. Hield - T. Haliburton - A. Nesmith - I. Jackson,2,1,1,0.5,3.466667,4,7,0.571,2,4,0.5,2,2,1.0,0,4,4,3,0.0,0,1,0,2,1,12,4.0,187,183,269,362,240,198,216,160,98,150,77,130,149,1,258,128,179,160,1,243,77,1,528,221,186,94,10400,Indiana Pacers,1610612754,"['T. McConnell', 'B. Hield', 'T. Haliburton', 'A. Nesmith', 'I. Jackson']","['t. mcconnell', 'b. hield', 't. haliburton', 'a. nesmith', 'i. jackson']",0.0586386,3.3,3.46,1.1,5.719999999999999
Lineups,-204456-1627783-1630169-1630543-1641767-,T. McConnell - P. Siakam - T. Haliburton - I. Jackson - B. Sheppard,3,2,1,0.667,3.443333,3,4,0.75,0,0,0.0,0,0,0.0,0,1,1,1,2.0,2,1,0,0,0,6,-5.0,137,105,269,306,242,237,308,47,295,431,295,274,294,274,258,293,339,302,602,72,77,1,1,365,294,701,10330,Indiana Pacers,1610612754,"['T. McConnell', 'P. Siakam', 'T. Haliburton', 'I. Jackson', 'B. Sheppard']","['t. mcconnell', 'p. siakam', 't. haliburton', 'i. jackson', 'b. sheppard']",0.071062,3.72,4.319999999999999,1.1800000000000002,5.8000000000000025
Lineups,-203926-204456-1627783-1630167-1641716-,D. McDermott - T. McConnell - P. Siakam - O. Toppin - J. Walker,1,1,0,1.0,3.416667,5,7,0.714,1,1,1.0,2,2,1.0,2,0,2,2,1.0,0,0,1,2,2,13,3.0,332,183,1,1,243,162,216,64,163,314,1,130,149,1,91,404,251,217,472,243,191,589,528,159,177,114,10250,Indiana Pacers,1610612754,"['D. McDermott', 'T. McConnell', 'P. Siakam', 'O. Toppin', 'J. Walker']","['d. mcdermott', 't. mcconnell', 'p. siakam', 'o. toppin', 'j. walker']",0.0599173999999999,2.72,3.4200000000000004,0.8400000000000001,3.319999999999999
Lineups,-204456-1627741-1630167-1630188-1641716-,T. McConnell - B. Hield - O. Toppin - J. Smith - J. Walker,2,1,1,0.5,3.406667,4,9,0.444,0,2,0.0,0,0,0.0,1,1,2,4,0.0,2,1,1,0,0,8,-4.0,187,183,269,362,244,198,187,308,295,229,295,274,294,274,155,293,251,123,1,72,77,589,1,365,242,670,10220,Indiana Pacers,1610612754,"['T. McConnell', 'B. Hield', 'O. Toppin', 'J. Smith', 'J. Walker']","['t. mcconnell', 'b. hield', 'o. toppin', 'j. smith', 'j. walker']",0.0520622,2.3600000000000003,3.1000000000000005,0.8400000000000001,0.5799999999999954
Lineups,-204456-1628971-1630167-1631097-1641716-,T. McConnell - B. Brown - O. Toppin - B. Mathurin - J. Walker,1,0,1,0.0,3.4,2,4,0.5,2,3,0.667,2,2,1.0,0,2,2,1,2.0,0,0,0,0,3,8,3.0,332,520,269,520,245,296,308,209,98,187,50,130,149,1,258,208,251,302,602,243,191,1,1,106,242,114,10200,Indiana Pacers,1610612754,"['T. McConnell', 'B. Brown', 'O. Toppin', 'B. Mathurin', 'J. Walker']","['t. mcconnell', 'b. brown', 'o. toppin', 'b. mathurin', 'j. walker']",0.07992325,3.075,3.85,1.175,1.125
Lineups,-1626167-1627783-1629614-1630167-1630169-,M. Turner - P. Siakam - A. Nembhard - O. Toppin - T. Haliburton,5,3,2,0.6,3.383333,2,7,0.286,0,3,0.0,2,2,1.0,0,2,2,0,0.0,0,0,0,2,1,6,-3.0,70,64,612,343,246,296,216,407,295,187,295,130,149,1,258,208,251,398,1,243,191,1,528,221,294,630,10150,Indiana Pacers,1610612754,"['M. Turner', 'P. Siakam', 'A. Nembhard', 'O. Toppin', 'T. Haliburton']","['m. turner', 'p. siakam', 'a. nembhard', 'o. toppin', 't. haliburton']",0.1033504,4.26,5.319999999999999,1.32,7.160000000000002
Lineups,-204456-1627741-1629670-1630188-1631097-,T. McConnell - B. Hield - J. Nwora - J. Smith - B. Mathurin,2,0,2,0.0,3.383333,3,6,0.5,1,2,0.5,0,0,0.0,1,1,2,1,1.0,2,0,0,1,0,7,0.0,187,520,612,520,246,237,240,209,163,229,77,274,294,274,155,293,251,302,472,72,191,1,390,365,269,216,10150,Indiana Pacers,1610612754,"['T. McConnell', 'B. Hield', 'J. Nwora', 'J. Smith', 'B. Mathurin']","['t. mcconnell', 'b. hield', 'j. nwora', 'j. smith', 'b. mathurin']",0.051617,2.6,3.1,0.8000000000000002,0.9333333333333276
Lineups,-1626167-1628971-1630169-1630188-1631097-,M. Turner - B. Brown - T. Haliburton - J. Smith - B. Mathurin,2,2,0,1.0,3.366667,3,5,0.6,1,3,0.333,2,2,1.0,0,3,3,3,1.0,0,0,0,3,1,9,0.0,187,105,1,1,248,237,270,127,163,187,206,130,149,1,258,166,202,160,472,243,191,1,604,221,229,216,10100,Indiana Pacers,1610612754,"['M. Turner', 'B. Brown', 'T. Haliburton', 'J. Smith', 'B. Mathurin']","['m. turner', 'b. brown', 't. haliburton', 'j. smith', 'b. mathurin']",0.10935475,3.925,5.6,1.75,3.775000000000002
Lineups,-201949-1630543-1631112-1641716-1641767-,J. Johnson - I. Jackson - K. Brown - J. Walker - B. Sheppard,1,1,0,1.0,3.35,1,5,0.2,0,1,0.0,1,2,0.5,1,1,2,1,2.0,1,0,0,1,1,3,-7.0,332,183,1,1,249,367,270,426,295,314,295,205,149,218,155,293,251,302,602,130,191,1,390,221,375,735,10050,Indiana Pacers,1610612754,"['J. Johnson', 'I. Jackson', 'K. Brown', 'J. Walker', 'B. Sheppard']","['j. johnson', 'i. jackson', 'k. brown', 'j. walker', 'b. sheppard']",0.049295,1.4,2.8200000000000003,0.92,3.8400000000000034
Lineups,-203926-204456-1630167-1630169-1630188-,D. McDermott - T. McConnell - O. Toppin - T. Haliburton - J. Smith,1,1,0,1.0,3.341667,5,6,0.833,1,1,1.0,0,0,0.0,0,2,2,2,1.0,0,0,0,2,0,11,0.0,332,183,1,1,250,162,240,37,163,314,1,274,294,274,258,208,251,217,472,243,191,1,528,365,202,216,10025,Indiana Pacers,1610612754,"['D. McDermott', 'T. McConnell', 'O. Toppin', 'T. Haliburton', 'J. Smith']","['d. mcdermott', 't. mcconnell', 'o. toppin', 't. haliburton', 'j. smith']",0.0629753999999999,3.58,3.5,1.02,4.739999999999995
Lineups,-201587-202699-203954-1629001-1630178-,N. Batum - T. Harris - J. Embiid - D. Melton - T. Maxey,14,12,2,0.857,218.881667,225,418,0.538,71,168,0.423,120,134,0.896,52,176,228,148,46.0,31,34,19,72,93,641,163.0,1,1,805,388,1,1,1,183,1,1,179,1,1,222,1,1,1,1,936,1,1,936,936,1,1,1,656645,Philadelphia 76ers,1610612755,"['N. Batum', 'T. Harris', 'J. Embiid', 'D. Melton', 'T. Maxey']","['n. batum', 't. harris', 'j. embiid', 'd. melton', 't. maxey']",0.0911083999999999,3.26,6.0,1.1,-9.54
Lineups,-201587-202699-203954-1626162-1630178-,N. Batum - T. Harris - J. Embiid - K. Oubre Jr. - T. Maxey,13,12,1,0.923,136.153333,126,248,0.508,33,80,0.413,64,77,0.831,32,94,126,92,33.0,21,20,16,55,47,349,20.0,2,1,384,384,2,2,2,194,2,3,181,3,3,238,2,2,2,2,935,3,2,935,935,3,2,8,408460,Philadelphia 76ers,1610612755,"['N. Batum', 'T. Harris', 'J. Embiid', 'K. Oubre Jr.', 'T. Maxey']","['n. batum', 't. harris', 'j. embiid', 'k. oubre jr.', 't. maxey']",0.1100683999999999,3.28,7.160000000000001,1.4400000000000002,4.76
Lineups,-202699-203954-1626162-1629001-1630178-,T. Harris - J. Embiid - K. Oubre Jr. - D. Melton - T. Maxey,11,9,2,0.818,108.74,97,198,0.49,24,72,0.333,68,79,0.861,17,75,92,60,29.0,17,15,15,39,55,286,2.0,4,4,805,391,3,3,3,294,4,4,208,2,2,227,3,3,3,3,934,5,3,934,934,2,3,179,326220,Philadelphia 76ers,1610612755,"['T. Harris', 'J. Embiid', 'K. Oubre Jr.', 'D. Melton', 'T. Maxey']","['t. harris', 'j. embiid', 'k. oubre jr.', 'd. melton', 't. maxey']",0.10271,3.22,6.2,1.2400000000000002,-11.080000000000002
Lineups,-200768-202699-1626162-1628964-1630178-,K. Lowry - T. Harris - K. Oubre Jr. - M. Bamba - T. Maxey,7,1,6,0.143,99.028333,75,174,0.431,31,86,0.36,33,41,0.805,11,72,83,47,24.0,19,14,8,33,33,214,0.0,21,148,932,568,4,5,4,338,3,2,205,4,4,243,8,4,4,4,933,4,4,930,933,4,4,273,297085,Philadelphia 76ers,1610612755,"['K. Lowry', 'T. Harris', 'K. Oubre Jr.', 'M. Bamba', 'T. Maxey']","['k. lowry', 't. harris', 'k. oubre jr.', 'm. bamba', 't. maxey']",0.0890675,3.35,5.675,1.2999999999999998,7.474999999999998
Lineups,-202699-1626162-1629001-1630178-1630194-,T. Harris - K. Oubre Jr. - D. Melton - T. Maxey - P. Reed,9,7,2,0.778,74.45,76,150,0.507,19,58,0.328,20,26,0.769,13,38,51,38,11.0,25,10,11,31,20,191,16.0,11,7,805,393,5,4,5,196,5,5,266,7,6,260,5,7,6,6,927,2,7,931,932,6,5,11,223350,Philadelphia 76ers,1610612755,"['T. Harris', 'K. Oubre Jr.', 'D. Melton', 'T. Maxey', 'P. Reed']","['t. harris', 'k. oubre jr.', 'd. melton', 't. maxey', 'p. reed']",0.065003,2.14,4.58,0.8400000000000001,-11.68
Lineups,-202699-203496-203954-1629001-1630178-,T. Harris - R. Covington - J. Embiid - D. Melton - T. Maxey,7,4,3,0.571,67.895,59,125,0.472,16,39,0.41,30,31,0.968,13,47,60,40,19.0,5,9,12,28,23,164,-13.0,21,24,896,439,6,6,6,301,6,6,182,5,5,215,5,5,5,5,932,26,8,932,931,5,6,925,203685,Philadelphia 76ers,1610612755,"['T. Harris', 'R. Covington', 'J. Embiid', 'D. Melton', 'T. Maxey']","['t. harris', 'r. covington', 'j. embiid', 'd. melton', 't. maxey']",0.1046874999999999,3.75,6.05,1.125,-13.85
Lineups,-202699-1626162-1627741-1630178-1630194-,T. Harris - K. Oubre Jr. - B. Hield - T. Maxey - P. Reed,8,4,4,0.5,51.578333,44,109,0.404,14,35,0.4,12,13,0.923,15,36,51,20,6.0,8,6,12,23,13,114,-6.0,14,24,923,442,7,7,7,354,9,8,183,16,17,216,4,8,6,15,907,10,11,932,930,14,8,862,154735,Philadelphia 76ers,1610612755,"['T. Harris', 'K. Oubre Jr.', 'B. Hield', 'T. Maxey', 'P. Reed']","['t. harris', 'k. oubre jr.', 'b. hield', 't. maxey', 'p. reed']",0.071768,2.04,4.64,0.9,3.379999999999998
Lineups,-200782-202699-203954-1629001-1630178-,P. Tucker - T. Harris - J. Embiid - D. Melton - T. Maxey,3,2,1,0.667,49.166667,41,80,0.513,16,34,0.471,22,26,0.846,6,39,45,28,16.0,9,11,6,17,18,120,25.0,86,63,384,405,8,9,9,193,6,9,167,6,6,231,23,6,8,7,931,8,5,928,925,7,7,5,147500,Philadelphia 76ers,1610612755,"['P. Tucker', 'T. Harris', 'J. Embiid', 'D. Melton', 'T. Maxey']","['p. tucker', 't. harris', 'j. embiid', 'd. melton', 't. maxey']",0.0938369999999999,3.0,5.14,0.9,-8.9
Lineups,-1626162-1627741-1630178-1630194-1630231-,K. Oubre Jr. - B. Hield - T. Maxey - P. Reed - K. Martin,10,7,3,0.7,44.751667,44,77,0.571,11,30,0.367,10,11,0.909,4,27,31,26,15.0,8,3,2,17,15,109,-12.0,5,7,896,403,9,7,10,148,12,12,201,22,25,217,44,11,13,8,930,10,25,835,925,9,9,921,134255,Philadelphia 76ers,1610612755,"['K. Oubre Jr.', 'B. Hield', 'T. Maxey', 'P. Reed', 'K. Martin']","['k. oubre jr.', 'b. hield', 't. maxey', 'p. reed', 'k. martin']",0.0767968,2.0200000000000005,3.92,0.8799999999999999,6.179999999999998
